image_id,legacy_image_id,volunteer_id,source_module,released_view,dentition,final_rule_id,final_rule_coverage,cluster_coarse,cluster_fine,PC1,PC2,PC3,PC4,filepath
permanent_dentition_DAI_V03_S06,DAI_V03_S06,DAI_V03,permanent_dentition_DAI,occlusal,permanent,4,0.9796889514615588,1,6,-11.046796,4.061287,10.891521,-17.205467,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V03_S06.jpeg
permanent_dentition_DAI_V03_S07,DAI_V03_S07,DAI_V03,permanent_dentition_DAI,occlusal,permanent,3,0.9588104761252249,1,0,-28.588242,23.168503,-11.267349,-14.9734335,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V03_S07.jpeg
permanent_dentition_DAI_V03_S08,DAI_V03_S08,DAI_V03,permanent_dentition_DAI,occlusal,permanent,3,0.9696410190696316,1,2,-34.919212,13.303242,-6.099248,15.505945,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V03_S08.jpeg
permanent_dentition_DAI_V03_S09,DAI_V03_S09,DAI_V03,permanent_dentition_DAI,frontal,permanent,2,0.9457878012554276,0,1,42.05385,0.5357761,16.233547,10.624495,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V03_S09.jpeg
permanent_dentition_DAI_V04_S01,DAI_V04_S01,DAI_V04,permanent_dentition_DAI,occlusal,permanent,12,0.8187446888757353,1,4,-73.95827,-26.491934,0.17000134,0.7101299,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V04_S01.jpeg
permanent_dentition_DAI_V04_S10,DAI_V04_S10,DAI_V04,permanent_dentition_DAI,occlusal,permanent,1,0.994280858973044,1,4,-46.215828,-17.699427,20.259132,12.892152,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V04_S10.jpeg
permanent_dentition_DAI_V04_S11,DAI_V04_S11,DAI_V04,permanent_dentition_DAI,occlusal,permanent,3,0.8119022341579384,1,4,-40.781498,-17.951086,-6.0805445,5.2346807,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V04_S11.jpeg
permanent_dentition_DAI_V04_S12,DAI_V04_S12,DAI_V04,permanent_dentition_DAI,occlusal,permanent,1,0.9249765069674888,1,4,-44.11106,-27.510008,-24.946856,9.752706,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V04_S12.jpeg
permanent_dentition_DAI_V04_S02,DAI_V04_S02,DAI_V04,permanent_dentition_DAI,occlusal,permanent,12,0.8248412303864628,1,4,-51.58095,-25.77426,-13.812811,10.320546,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V04_S02.jpeg
permanent_dentition_DAI_V04_S03,DAI_V04_S03,DAI_V04,permanent_dentition_DAI,occlusal,permanent,12,0.8740876350123808,1,4,-53.024284,-28.216953,-7.5105247,7.068486,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V04_S03.jpeg
permanent_dentition_DAI_V04_S04,DAI_V04_S04,DAI_V04,permanent_dentition_DAI,occlusal,permanent,1,0.9489267827539898,1,4,-45.639797,-10.724926,35.811127,0.5847383,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V04_S04.jpeg
permanent_dentition_DAI_V04_S05,DAI_V04_S05,DAI_V04,permanent_dentition_DAI,occlusal,permanent,12,0.906475503591693,1,0,-68.80332,22.447128,5.6163225,-17.31828,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V04_S05.jpeg
permanent_dentition_DAI_V04_S06,DAI_V04_S06,DAI_V04,permanent_dentition_DAI,occlusal,permanent,3,0.8439625699554307,1,2,-38.57388,21.301048,13.547604,25.917683,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V04_S06.jpeg
permanent_dentition_DAI_V04_S07,DAI_V04_S07,DAI_V04,permanent_dentition_DAI,occlusal,permanent,3,0.8504265828302741,1,0,-36.949276,29.735596,-15.31332,-17.96317,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V04_S07.jpeg
permanent_dentition_DAI_V04_S08,DAI_V04_S08,DAI_V04,permanent_dentition_DAI,occlusal,permanent,13,0.9262540809452322,1,2,-24.003195,21.417032,-6.7572813,14.531975,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V04_S08.jpeg
permanent_dentition_DAI_V04_S09,DAI_V04_S09,DAI_V04,permanent_dentition_DAI,occlusal,permanent,13,0.9608912506777652,1,2,-30.863468,-11.499326,10.993008,23.637106,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V04_S09.jpeg
permanent_dentition_DAI_V05_S01,DAI_V05_S01,DAI_V05,permanent_dentition_DAI,frontal,permanent,10,0.8907009692811526,0,5,30.39248,-15.9018755,-6.9135065,-4.159192,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V05_S01.jpeg
permanent_dentition_DAI_V05_S10,DAI_V05_S10,DAI_V05,permanent_dentition_DAI,frontal,permanent,2,0.9162023216901172,0,1,40.005775,2.9244127,19.886728,10.671206,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V05_S10.jpeg
permanent_dentition_DAI_V05_S11,DAI_V05_S11,DAI_V05,permanent_dentition_DAI,frontal,permanent,10,0.8146114982699245,0,5,24.33308,3.226622,-29.94236,26.411707,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V05_S11.jpeg
permanent_dentition_DAI_V05_S12,DAI_V05_S12,DAI_V05,permanent_dentition_DAI,frontal,permanent,7,0.8468823942555748,0,5,44.59384,0.11793186,-31.913172,16.636738,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V05_S12.jpeg
permanent_dentition_DAI_V05_S02,DAI_V05_S02,DAI_V05,permanent_dentition_DAI,frontal,permanent,2,0.9375802457152886,0,5,40.32275,-16.139843,-4.2267404,-9.331705,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V05_S02.jpeg
permanent_dentition_DAI_V05_S03,DAI_V05_S03,DAI_V05,permanent_dentition_DAI,frontal,permanent,2,0.8836067848497091,0,5,38.503136,-16.810617,-4.294709,-6.4652996,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V05_S03.jpeg
permanent_dentition_DAI_V05_S04,DAI_V05_S04,DAI_V05,permanent_dentition_DAI,frontal,permanent,10,0.7981999649342353,0,3,28.300087,1.3951449,35.989555,9.11786,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V05_S04.jpeg
permanent_dentition_DAI_V05_S05,DAI_V05_S05,DAI_V05,permanent_dentition_DAI,occlusal,permanent,3,0.9130454132755482,1,2,-24.19155,8.87015,-3.0225494,32.932648,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V05_S05.jpeg
permanent_dentition_DAI_V05_S06,DAI_V05_S06,DAI_V05,permanent_dentition_DAI,occlusal,permanent,1,0.9674463542856736,1,4,-33.70158,-5.738298,-1.244581,-16.511585,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V05_S06.jpeg
permanent_dentition_DAI_V05_S07,DAI_V05_S07,DAI_V05,permanent_dentition_DAI,occlusal,permanent,3,0.8121606285598107,1,0,-28.565226,23.08742,-10.722823,-16.404953,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V05_S07.jpeg
permanent_dentition_DAI_V05_S08,DAI_V05_S08,DAI_V05,permanent_dentition_DAI,occlusal,permanent,13,0.8902170832083302,1,2,-18.467249,24.54286,-17.319033,26.630753,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V05_S08.jpeg
permanent_dentition_DAI_V05_S09,DAI_V05_S09,DAI_V05,permanent_dentition_DAI,frontal,permanent,7,0.9064086206287436,0,1,43.617397,15.090527,14.341228,10.504229,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V05_S09.jpeg
permanent_dentition_DAI_V06_S01,DAI_V06_S01,DAI_V06,permanent_dentition_DAI,frontal,permanent,6,0.9997945440788968,1,6,-0.95835704,-13.667692,-1.39861,-14.242725,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V06_S01.jpeg
permanent_dentition_DAI_V06_S10,DAI_V06_S10,DAI_V06,permanent_dentition_DAI,frontal,permanent,7,0.954872311437638,0,1,52.140457,4.646912,15.80718,-4.3697705,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V06_S10.jpeg
permanent_dentition_DAI_V06_S11,DAI_V06_S11,DAI_V06,permanent_dentition_DAI,frontal,permanent,10,0.9799860867738224,0,5,20.26668,0.5079572,-15.788781,0.010820657,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V06_S11.jpeg
permanent_dentition_DAI_V06_S12,DAI_V06_S12,DAI_V06,permanent_dentition_DAI,frontal,permanent,10,0.9500654464966796,0,5,29.010897,-3.280624,-11.229701,-8.494362,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V06_S12.jpeg
permanent_dentition_DAI_V06_S02,DAI_V06_S02,DAI_V06,permanent_dentition_DAI,frontal,permanent,6,0.9998181874014832,1,6,-0.42639276,-14.714067,-1.5236838,-11.713097,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V06_S02.jpeg
permanent_dentition_DAI_V06_S03,DAI_V06_S03,DAI_V06,permanent_dentition_DAI,frontal,permanent,6,0.9998181874014832,1,6,-0.69177586,-15.021531,-0.85732573,-14.721455,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V06_S03.jpeg
permanent_dentition_DAI_V06_S04,DAI_V06_S04,DAI_V06,permanent_dentition_DAI,frontal,permanent,7,0.89087429647357,0,1,54.003773,2.6649365,27.61656,-20.22414,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V06_S04.jpeg
permanent_dentition_DAI_V06_S05,DAI_V06_S05,DAI_V06,permanent_dentition_DAI,occlusal,permanent,3,0.9041484389094956,1,0,-27.795738,17.270908,1.2170517,-17.445782,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V06_S05.jpeg
permanent_dentition_DAI_V06_S06,DAI_V06_S06,DAI_V06,permanent_dentition_DAI,occlusal,permanent,4,0.9853249060219076,1,6,-8.308818,6.0463448,0.07702427,-1.0734837,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V06_S06.jpeg
permanent_dentition_DAI_V06_S07,DAI_V06_S07,DAI_V06,permanent_dentition_DAI,frontal,permanent,8,0.9698498086566936,0,3,4.3542857,19.04161,-0.6525485,-3.3068469,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V06_S07.jpeg
permanent_dentition_DAI_V06_S08,DAI_V06_S08,DAI_V06,permanent_dentition_DAI,occlusal,permanent,4,0.9378389289522616,1,2,-9.460392,8.659199,-6.266745,25.156984,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V06_S08.jpeg
permanent_dentition_DAI_V06_S09,DAI_V06_S09,DAI_V06,permanent_dentition_DAI,frontal,permanent,2,0.8828791753432834,0,1,40.229763,12.418261,17.505667,0.66315895,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V06_S09.jpeg
permanent_dentition_DAI_V07_S01,DAI_V07_S01,DAI_V07,permanent_dentition_DAI,frontal,permanent,10,0.9852736475865956,0,5,24.77157,-8.656176,-5.3449855,-3.0668175,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V07_S01.jpeg
permanent_dentition_DAI_V07_S10,DAI_V07_S10,DAI_V07,permanent_dentition_DAI,frontal,permanent,7,0.8645016461568683,0,1,44.273735,3.2741501,19.741888,1.7074562,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V07_S10.jpeg
permanent_dentition_DAI_V07_S11,DAI_V07_S11,DAI_V07,permanent_dentition_DAI,frontal,permanent,7,0.9480812144032984,0,1,55.73413,18.40715,-11.192868,21.279207,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V07_S11.jpeg
permanent_dentition_DAI_V07_S12,DAI_V07_S12,DAI_V07,permanent_dentition_DAI,frontal,permanent,7,0.9725419350377468,0,1,56.682922,3.9493604,-6.596978,7.4927177,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V07_S12.jpeg
permanent_dentition_DAI_V07_S02,DAI_V07_S02,DAI_V07,permanent_dentition_DAI,frontal,permanent,10,0.8332355824300114,0,5,35.617542,-15.560583,-8.369649,-12.869807,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V07_S02.jpeg
permanent_dentition_DAI_V07_S03,DAI_V07_S03,DAI_V07,permanent_dentition_DAI,frontal,permanent,2,0.9298584114864864,0,5,42.00032,-14.349488,-5.8979034,-14.293738,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V07_S03.jpeg
permanent_dentition_DAI_V07_S04,DAI_V07_S04,DAI_V07,permanent_dentition_DAI,frontal,permanent,10,0.9194593776449425,0,3,28.430342,5.0664973,28.374468,-9.788724,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V07_S04.jpeg
permanent_dentition_DAI_V07_S05,DAI_V07_S05,DAI_V07,permanent_dentition_DAI,occlusal,permanent,4,0.949272736053226,1,0,-15.696273,10.034468,-14.756396,-17.264175,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V07_S05.jpeg
permanent_dentition_DAI_V07_S06,DAI_V07_S06,DAI_V07,permanent_dentition_DAI,occlusal,permanent,15,0.9857729916405572,1,6,-7.4600472,1.083661,-3.0768325,-7.159239,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V07_S06.jpeg
permanent_dentition_DAI_V07_S07,DAI_V07_S07,DAI_V07,permanent_dentition_DAI,occlusal,permanent,3,0.93925017872082,1,0,-32.116966,37.265644,-8.038682,-3.1798408,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V07_S07.jpeg
permanent_dentition_DAI_V07_S08,DAI_V07_S08,DAI_V07,permanent_dentition_DAI,occlusal,permanent,1,0.9587127919846308,1,2,-46.280674,8.026784,-4.6194887,5.5394645,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V07_S08.jpeg
permanent_dentition_DAI_V07_S09,DAI_V07_S09,DAI_V07,permanent_dentition_DAI,frontal,permanent,10,0.818497698919566,0,3,27.060013,0.750001,21.596525,3.647891,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V07_S09.jpeg
permanent_dentition_DAI_V08_S01,DAI_V08_S01,DAI_V08,permanent_dentition_DAI,frontal,permanent,10,0.9295842693527168,0,5,31.861862,-5.9413705,-5.330568,-2.5205665,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V08_S01.jpeg
permanent_dentition_DAI_V08_S10,DAI_V08_S10,DAI_V08,permanent_dentition_DAI,frontal,permanent,7,0.9384241893108564,0,1,54.433235,17.968472,9.026132,2.1044545,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V08_S10.jpeg
permanent_dentition_DAI_V08_S11,DAI_V08_S11,DAI_V08,permanent_dentition_DAI,frontal,permanent,7,0.9884878033990006,0,1,59.926655,5.4863024,-11.256619,-0.074970454,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V08_S11.jpeg
permanent_dentition_DAI_V08_S12,DAI_V08_S12,DAI_V08,permanent_dentition_DAI,frontal,permanent,7,0.932464380507276,0,5,53.691082,-3.640336,-23.004452,-11.726844,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V08_S12.jpeg
permanent_dentition_DAI_V08_S02,DAI_V08_S02,DAI_V08,permanent_dentition_DAI,frontal,permanent,2,0.9276636375568972,0,5,39.33188,-11.697571,-0.9403464,2.5361495,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V08_S02.jpeg
permanent_dentition_DAI_V08_S03,DAI_V08_S03,DAI_V08,permanent_dentition_DAI,frontal,permanent,10,0.9849418431659552,0,3,21.52629,-9.513573,0.29366758,12.184912,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V08_S03.jpeg
