image_id,filepath,source_module,volunteer,seq,bytes,sha256,released_view
deciduous_dentition_ceod_V02_S07,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V02_S07.jpeg,deciduous_dentition_ceod,2,7,166672,63ecaf4d3a1497441ca6c614946d6ec142aa23f3a3c0c3f8ed767dd54aff2f7a,
deciduous_dentition_ceod_V02_S08,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V02_S08.jpeg,deciduous_dentition_ceod,2,8,149020,fdfac1b316496315dc5a71a0e2934c3a0b662579a55547e55c9c8aea0df071c3,
deciduous_dentition_ceod_V02_S09,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V02_S09.jpeg,deciduous_dentition_ceod,2,9,155268,b28c7059820a8453a91afa7af2c6e8aa47beff62b16e88b81eb060370608f310,
deciduous_dentition_ceod_V03_S01,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V03_S01.jpeg,deciduous_dentition_ceod,3,1,180743,772aa8cfe479f2998676523d11b145a09e21f942fc89cf0ce9750931b1d54a09,
deciduous_dentition_ceod_V03_S02,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V03_S02.jpeg,deciduous_dentition_ceod,3,2,188308,9dc7ba38904a91e244de75567bf0d3aa8faf442c7def818dd98da90549b8dc4c,
deciduous_dentition_ceod_V03_S03,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V03_S03.jpeg,deciduous_dentition_ceod,3,3,122165,915346996ea6fe2ddaad75b74b700a6fea90d572466257582cd99825cca8d19a,
deciduous_dentition_ceod_V03_S04,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V03_S04.jpeg,deciduous_dentition_ceod,3,4,188603,0edc499cd179de4f2574a79111db5deef7905afde74d7f41c1e4f9405dcc04c9,
deciduous_dentition_ceod_V03_S05,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V03_S05.jpeg,deciduous_dentition_ceod,3,5,225229,d02194c0940d0600e19e183d85eed598ebd36b8766727c4442805bacb21c2561,
deciduous_dentition_ceod_V03_S06,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V03_S06.jpeg,deciduous_dentition_ceod,3,6,202654,b34955eb3092cca4051df20dcf98df2b2d21d61ef5e2794e72b14cdf7d51757a,
deciduous_dentition_ceod_V03_S07,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V03_S07.jpeg,deciduous_dentition_ceod,3,7,195107,a8c5af9373367ec39914b53406e03415acc535af79c0a121fb4a9df8a78d49e0,
deciduous_dentition_ceod_V03_S08,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V03_S08.jpeg,deciduous_dentition_ceod,3,8,197452,822a42f37fe19128fd572131c8daa53ce40d146c9b794c5f7d6a1dc80af2456b,
deciduous_dentition_ceod_V03_S09,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V03_S09.jpeg,deciduous_dentition_ceod,3,9,196742,408b5bd74bce58a6ccfa8e61594d461cc26c9f3dc8311ba895e25b775c31bd8c,
deciduous_dentition_ceod_V04_S01,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V04_S01.jpeg,deciduous_dentition_ceod,4,1,89793,b5792e8778e5d6f4aac4b3aaefee4bfe7696571f2ba47d31eb437a174a6c1341,
deciduous_dentition_ceod_V04_S02,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V04_S02.jpeg,deciduous_dentition_ceod,4,2,101762,cbe5079e84b31460179593de4757acf4997b39af42fe91d9e97061908522b071,
deciduous_dentition_ceod_V04_S03,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V04_S03.jpeg,deciduous_dentition_ceod,4,3,59643,f4ce74dc3d4fb1872e6640d46b1e70cf2924b1546416cd69d0b9feb9ae2bf3e6,
deciduous_dentition_ceod_V04_S04,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V04_S04.jpeg,deciduous_dentition_ceod,4,4,65578,61333a3bc65fcf25ba65256b818443a508e7334e4526b7308fc3e9284eae3b98,
deciduous_dentition_ceod_V04_S05,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V04_S05.jpeg,deciduous_dentition_ceod,4,5,49752,49743d920be7320a5ae3c779a66d648dbe8b7b091532ff4b337e1bf6ef493955,
deciduous_dentition_ceod_V04_S06,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V04_S06.jpeg,deciduous_dentition_ceod,4,6,60695,772c289c521e4d52f7a4bbd4b7b0612277d0c8d0eada7484c8902b820ed2084e,
deciduous_dentition_ceod_V04_S07,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V04_S07.jpeg,deciduous_dentition_ceod,4,7,80760,2c207ae5fc4038217133875c60eb5198a92bede05ce3c37a80d2678e9d8737b1,
deciduous_dentition_ceod_V04_S08,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V04_S08.jpeg,deciduous_dentition_ceod,4,8,94791,67e88407652b171742732ce2558e90574f12cd8eeedbb6927f1a3bcbdbb431ce,
deciduous_dentition_ceod_V04_S09,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V04_S09.jpeg,deciduous_dentition_ceod,4,9,70071,ed6a4811abc4fc26c4fc7d661d43298f4f5ec68e06abdcba3fc2c5c4d00265f6,
deciduous_dentition_ceod_V04_S10,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V04_S10.jpeg,deciduous_dentition_ceod,4,10,73011,99f3d1d10a925876ddcb814c9c23ce8ffb706a2561b461d34dfe1818f0e31a5f,
deciduous_dentition_ceod_V05_S01,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V05_S01.jpeg,deciduous_dentition_ceod,5,1,97014,ec1ae773498249d6ae63a3925762ad23c4db566ae4bb09837179e4a7f23acba2,
deciduous_dentition_ceod_V05_S02,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V05_S02.jpeg,deciduous_dentition_ceod,5,2,93422,e12a7c3256bd80cdaee29cfa314e29012377aa650206b211c2c2cb063fe24fa1,
deciduous_dentition_ceod_V05_S03,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V05_S03.jpeg,deciduous_dentition_ceod,5,3,76857,c305ac4017ed830d6eab9e9683f172b5a8d2efa1a2e999e0f922550907d1f486,
deciduous_dentition_ceod_V05_S04,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V05_S04.jpeg,deciduous_dentition_ceod,5,4,54056,9388aa91d1bab83af23fde46472a6c8fabf984469514f6bf6ee261858f504c9c,
deciduous_dentition_ceod_V05_S05,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V05_S05.jpeg,deciduous_dentition_ceod,5,5,77635,c49e96dac7a7cb3fa536a9e1098332b4fe564980a799f38938b362701daf071e,
deciduous_dentition_ceod_V05_S06,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V05_S06.jpeg,deciduous_dentition_ceod,5,6,76662,bd38c183446f1a62c62e60193c9fa5f86f51b83315d34c8bb6f2545d22493961,
deciduous_dentition_ceod_V05_S07,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V05_S07.jpeg,deciduous_dentition_ceod,5,7,155622,984c2d137481abdd97231b5555fe1db34533e7b23329127c3befa7723a7c8b40,
deciduous_dentition_ceod_V05_S08,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V05_S08.jpeg,deciduous_dentition_ceod,5,8,122032,d52d3660c1179ddb3d1283dc093df74225155174c977d7b35569a457376c45f5,
deciduous_dentition_ceod_V05_S09,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V05_S09.jpeg,deciduous_dentition_ceod,5,9,92367,fd975f1c0a062b4184d621053ebf6de2a1cfaa260f347aa7109754e7732a6284,
deciduous_dentition_ceod_V05_S10,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V05_S10.jpeg,deciduous_dentition_ceod,5,10,126338,fc4a2b8345aff2f2019115d57cc614d392d7343eea7a7464a6a78b51180da6f9,
deciduous_dentition_ceod_V05_S11,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V05_S11.jpeg,deciduous_dentition_ceod,5,11,114494,158434657ba8b1ba0090b5a39d59eebe9aeeb8c479e3b016ef0705205026a422,
deciduous_dentition_ceod_V06_S01,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V06_S01.jpeg,deciduous_dentition_ceod,6,1,78852,9117f814b28feabd7adc917217f4a8df5b2e0207088600391df0320a4016c2cd,
deciduous_dentition_ceod_V06_S02,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V06_S02.jpeg,deciduous_dentition_ceod,6,2,58065,3d7fd3be256623453a3cf8ca594b0e2ae29fb3fd0ebc36cdf1e6a864a4cf3e77,
deciduous_dentition_ceod_V06_S03,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V06_S03.jpeg,deciduous_dentition_ceod,6,3,55089,de0de0ec02da4b6a4702ab70671433e29f8ece446a129baa05d7bf3315dd9ed3,
deciduous_dentition_ceod_V06_S04,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V06_S04.jpeg,deciduous_dentition_ceod,6,4,78443,f641cff8a623a805c3d198caf2b177b7a33541d9aace79451b822e702db238e6,
deciduous_dentition_ceod_V06_S05,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V06_S05.jpeg,deciduous_dentition_ceod,6,5,53308,0665de743c9e185db543cdee79ad515baffc1760995372c712e656403077df82,
deciduous_dentition_ceod_V06_S06,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V06_S06.jpeg,deciduous_dentition_ceod,6,6,101770,a44017d8490faf02bbccd99b1d7575ed6e249a9378bc2f4532caa14e9f9c89a4,
deciduous_dentition_ceod_V06_S07,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V06_S07.jpeg,deciduous_dentition_ceod,6,7,69574,e932b7b5fe518b9a81709b48f31727bdecc4f502d7fff2439747c136d725fb17,
deciduous_dentition_ceod_V06_S08,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V06_S08.jpeg,deciduous_dentition_ceod,6,8,71083,5d1ed04d4ded4549a6c41ddb2a90156186b9a4cef5c709454dfd48fbdc2902e4,
deciduous_dentition_ceod_V06_S09,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V06_S09.jpeg,deciduous_dentition_ceod,6,9,86445,ed0451f9962bb223310bd1a3eb963c26db26f056c31b86fdfd67e708ece4e73a,
deciduous_dentition_ceod_V06_S10,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V06_S10.jpeg,deciduous_dentition_ceod,6,10,95776,0b20c1332c9fd1f58e3c77050dc8119805e21ed5aa8babbf5dccdaa8cd63f753,
deciduous_dentition_ceod_V07_S01,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V07_S01.jpeg,deciduous_dentition_ceod,7,1,55942,0c0dc8af9dab3d2e813ee45bd1fb91d121e4f41dd1bdc38b7ca298fcaa604344,
deciduous_dentition_ceod_V07_S02,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V07_S02.jpeg,deciduous_dentition_ceod,7,2,53008,1fba361dcd5932520b52833c1db3b398daa6ad1c7935063834fc2eebdabdeeea,
deciduous_dentition_ceod_V07_S03,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V07_S03.jpeg,deciduous_dentition_ceod,7,3,100853,ee78306aa805f7376d37e4088523012efd35e976883bfb1b12c75f31a8d576e3,
deciduous_dentition_ceod_V07_S04,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V07_S04.jpeg,deciduous_dentition_ceod,7,4,65311,c57097ec44f8bcc87caea6ad06176bc3ab18c30dd33f76a158bdd2a13651917c,
deciduous_dentition_ceod_V07_S05,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V07_S05.jpeg,deciduous_dentition_ceod,7,5,88613,6e49797338b07e383990a8b8f67d1f20279f8ee809a017d0b664b84212c47d71,
deciduous_dentition_ceod_V07_S06,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V07_S06.jpeg,deciduous_dentition_ceod,7,6,94737,1f0539d935649f03974b628900ed6f3fc58da3f3bb5537958105830aca682f23,
deciduous_dentition_ceod_V07_S07,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V07_S07.jpeg,deciduous_dentition_ceod,7,7,91954,065d7646fb29f48409ef1534013ecf2cf1eed057e1465ef05481be35a15765b2,
deciduous_dentition_ceod_V07_S08,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V07_S08.jpeg,deciduous_dentition_ceod,7,8,91455,10e147f2ecd769af1629ccc298202617c80c3621683448ef8b86ba6f326569c6,
deciduous_dentition_ceod_V07_S09,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V07_S09.jpeg,deciduous_dentition_ceod,7,9,110861,6adbe210aae8bc53b0a92cea350f633f4769d6ed07af67bdfad19565bd4f0c5c,
deciduous_dentition_ceod_V08_S01,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V08_S01.jpeg,deciduous_dentition_ceod,8,1,110499,417c3b772a1c0d45293b165bb2b533b9e8e7d0a3f030d9a44b8ce62ab9668151,
deciduous_dentition_ceod_V08_S02,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V08_S02.jpeg,deciduous_dentition_ceod,8,2,101755,48f4ca32aabd061f2f5d440469b0c9c41d2c9f01d66eecb9c0c420a10da1a723,
deciduous_dentition_ceod_V08_S03,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V08_S03.jpeg,deciduous_dentition_ceod,8,3,50629,691ef27850874fc0f94e72781a7c615dfde0e11cf53fd583c5dcd5ef7c897bda,
deciduous_dentition_ceod_V08_S04,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V08_S04.jpeg,deciduous_dentition_ceod,8,4,60488,1561157229ffccda59b90b0446c56e34e353eaf73a4bede854bb5689e41eb93d,
deciduous_dentition_ceod_V08_S05,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V08_S05.jpeg,deciduous_dentition_ceod,8,5,69878,282a8382fcc8eb00f3da640548bb7942004512f838ed504f5ce6626b68ab5bdd,
deciduous_dentition_ceod_V08_S06,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V08_S06.jpeg,deciduous_dentition_ceod,8,6,81817,d64ae2dd676694897792b016cfa2382b155e5e9330f8fba5e01602a17b40b6b1,
deciduous_dentition_ceod_V08_S07,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V08_S07.jpeg,deciduous_dentition_ceod,8,7,71990,773091e32139f2f46afb446caf7f53cfdbaea6beea845fe9a1bda455d4abd576,
deciduous_dentition_ceod_V08_S08,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V08_S08.jpeg,deciduous_dentition_ceod,8,8,104784,59fa7e3e03cead9143a3e1462f864e225cd82d07e24e003005dd181ead4ad8fa,
deciduous_dentition_ceod_V08_S09,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V08_S09.jpeg,deciduous_dentition_ceod,8,9,61273,52f652a3bd43d899f70df5ea66684935ae9a000b0541e8dc045d156bc7530a9b,
deciduous_dentition_ceod_V09_S01,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V09_S01.jpeg,deciduous_dentition_ceod,9,1,66497,1e6c85aa3c32ed0dffeaac50c43e8709b690627c0afdb30af5417c7acc76357e,
deciduous_dentition_ceod_V09_S02,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V09_S02.jpeg,deciduous_dentition_ceod,9,2,126978,7139101a98fb4518111ec7f5f7761ea3b1232825ab56871b3998559e7153c89e,
deciduous_dentition_ceod_V09_S03,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V09_S03.jpeg,deciduous_dentition_ceod,9,3,34779,47fb044af890b83d9618b4154138aafc42ed1ac539f883b31bfafb574f23b817,
deciduous_dentition_ceod_V09_S04,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V09_S04.jpeg,deciduous_dentition_ceod,9,4,67365,dd0eb263406530daabf3eb137576d3afc8c4591f77a15f7ff284513f20a09b25,
deciduous_dentition_ceod_V09_S05,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V09_S05.jpeg,deciduous_dentition_ceod,9,5,130643,0839f50ac1571a8bbc3304e0efd4224af2958349b301f6c20c4e0713f8e57f5e,
deciduous_dentition_ceod_V09_S06,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V09_S06.jpeg,deciduous_dentition_ceod,9,6,75412,c460234cc7fd0480db00e2f53f61fcd3dc876dafec84e3ae935e3b442ae97daf,
deciduous_dentition_ceod_V09_S07,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V09_S07.jpeg,deciduous_dentition_ceod,9,7,91726,c8819fe78625570cbf8f6143aeeddc1a0a867cb6095b704d5967fe8c30d3f1f8,
deciduous_dentition_ceod_V09_S08,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V09_S08.jpeg,deciduous_dentition_ceod,9,8,56808,27292c91d87bec858789fcd1844b74bf20517d2ac25efe7acefb8ac8156239c0,
deciduous_dentition_ceod_V09_S09,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V09_S09.jpeg,deciduous_dentition_ceod,9,9,66364,40739f22d919b12bb0f2d737a3d0c660a9519aa50bca4013a82bbea32471f710,
deciduous_dentition_ceod_V10_S01,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V10_S01.jpeg,deciduous_dentition_ceod,10,1,96745,90f726e8fae5f8b59c1047e83562a043cdffab09bba98489c6bd71c9149ecafc,
deciduous_dentition_ceod_V10_S02,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V10_S02.jpeg,deciduous_dentition_ceod,10,2,111228,b98fd9973efd8b06bf9c1388e27afecf43374e282c4b48963813cd3d8f1851e6,
deciduous_dentition_ceod_V10_S03,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V10_S03.jpeg,deciduous_dentition_ceod,10,3,55797,c7e9ec35b556cff57e4f878241545f6d47921169777d3f1b2d432782b436e38c,
deciduous_dentition_ceod_V10_S04,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V10_S04.jpeg,deciduous_dentition_ceod,10,4,84031,8406e950230ae89e6f432e6df319c2c7203826345b5f3079a27df8ba6c9c0a9c,
deciduous_dentition_ceod_V10_S05,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V10_S05.jpeg,deciduous_dentition_ceod,10,5,102726,f490c7686b28cdfc924436f98f85379c79dfd862344b8821a110297c3c10adf8,
deciduous_dentition_ceod_V10_S06,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V10_S06.jpeg,deciduous_dentition_ceod,10,6,83118,bba1fa498c2474d1ba5b28413c3436e2204b0a4adad2fa353711f4edfca65c2f,
deciduous_dentition_ceod_V10_S07,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V10_S07.jpeg,deciduous_dentition_ceod,10,7,71056,71bf238291daccb6f7fb61b1aa95c45d09f055ce8738e72e80d5f53e30ce4462,
deciduous_dentition_ceod_V10_S08,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V10_S08.jpeg,deciduous_dentition_ceod,10,8,63409,1eeff9a14a678a7de438af266378ca0962bd38e5fb9afdb9078eb3fc93757817,
deciduous_dentition_ceod_V10_S09,data/raw/deciduous_dentition_ceod/deciduous_dentition_ceod_V10_S09.jpeg,deciduous_dentition_ceod,10,9,41586,6ba2317c34d6ddae9a0eb4bd522f994e0d77747822dfa5e194b65389895ce398,
deciduous_occlusion_V01_S01,data/raw/deciduous_occlusion/deciduous_occlusion_V01_S01.jpeg,deciduous_occlusion,1,1,152060,2d4c870ada009c660219b8895d5dc7f161b0c84e2b9473f36f42dd031cc20733,
deciduous_occlusion_V01_S02,data/raw/deciduous_occlusion/deciduous_occlusion_V01_S02.jpeg,deciduous_occlusion,1,2,180277,7a736396236cda0c045c3a07ac002194638187f388f709fe5073fc0e9ebb887c,
deciduous_occlusion_V01_S03,data/raw/deciduous_occlusion/deciduous_occlusion_V01_S03.jpeg,deciduous_occlusion,1,3,64018,d5867cf67f3ae3b1c724781efbfc03585d27e57a6659f391cd73ede1728a6220,
deciduous_occlusion_V01_S04,data/raw/deciduous_occlusion/deciduous_occlusion_V01_S04.jpeg,deciduous_occlusion,1,4,150790,0567d2641a6be9930230a31bdecf1c8fef23a6e9a19353323a753a0a5663301f,
deciduous_occlusion_V01_S05,data/raw/deciduous_occlusion/deciduous_occlusion_V01_S05.jpeg,deciduous_occlusion,1,5,165235,5b078398064f352a4ea6ddf2bc81487eda345cefcf600aed051b8db3b78ba3a9,
deciduous_occlusion_V01_S06,data/raw/deciduous_occlusion/deciduous_occlusion_V01_S06.jpeg,deciduous_occlusion,1,6,160699,7e39a0c95b91c8ae4d5b8092afdf72289885f80b5fafc1784ee0da8627db54a8,
deciduous_occlusion_V01_S07,data/raw/deciduous_occlusion/deciduous_occlusion_V01_S07.jpeg,deciduous_occlusion,1,7,117164,b881ca5cd5ea379430641e009317e69130fcd51bb6c46cf156e3f825c6440b24,
deciduous_occlusion_V01_S08,data/raw/deciduous_occlusion/deciduous_occlusion_V01_S08.jpeg,deciduous_occlusion,1,8,125804,2b90788c78eb69377d2cd48456a41d9fc9539121ef9067e8c8ccf0bde6f64676,
deciduous_occlusion_V02_S01,data/raw/deciduous_occlusion/deciduous_occlusion_V02_S01.jpeg,deciduous_occlusion,2,1,124140,7c9ffdcd70020c084320db7018f35060f0bd9a24bb477d892cf565dbab553e52,
deciduous_occlusion_V02_S02,data/raw/deciduous_occlusion/deciduous_occlusion_V02_S02.jpeg,deciduous_occlusion,2,2,100757,0a29d9a2a6c42871c4087f973c1199344e0b36f7f7d1dbfdf2d4deace2427e39,
deciduous_occlusion_V02_S03,data/raw/deciduous_occlusion/deciduous_occlusion_V02_S03.jpeg,deciduous_occlusion,2,3,94863,26acda692b3a4349aff19801220a629eafa4cd319acd3fe5ae471d54bafbec0e,
deciduous_occlusion_V02_S04,data/raw/deciduous_occlusion/deciduous_occlusion_V02_S04.jpeg,deciduous_occlusion,2,4,86131,e371f8f7f84ad4f9ce1029bebbbabf0934d13d1805761fc76aca976b8466e608,
deciduous_occlusion_V02_S05,data/raw/deciduous_occlusion/deciduous_occlusion_V02_S05.jpeg,deciduous_occlusion,2,5,105903,e29db5cdcbf058c7ce3f1eb5dcb04e74a106b0eb3e2a6c5fad9ad0241c348fab,
deciduous_occlusion_V02_S06,data/raw/deciduous_occlusion/deciduous_occlusion_V02_S06.jpeg,deciduous_occlusion,2,6,91781,86245ceef6a195b9b4efa1dbe497edb2de33a33b71304f20cde44edbe0fec095,
deciduous_occlusion_V02_S07,data/raw/deciduous_occlusion/deciduous_occlusion_V02_S07.jpeg,deciduous_occlusion,2,7,166672,63ecaf4d3a1497441ca6c614946d6ec142aa23f3a3c0c3f8ed767dd54aff2f7a,
