image_id,filepath,source_module,volunteer,seq,bytes,sha256,released_view,volunteer_id
permanent_dentition_DAI_V02_S07,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V02_S07.jpeg,permanent_dentition_DAI,2,7,109461,45f091083ea6daa1aaf4f1ed714f78eaaf58ac3438fecaf4d8eba1d521bd0e6a,occlusal,DAI_V02
permanent_dentition_DAI_V02_S08,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V02_S08.jpeg,permanent_dentition_DAI,2,8,167378,8eca4f0fc8fd829e4b969c056efb7de6638de829a78ff2c939cd836db78d4b8e,occlusal,DAI_V02
permanent_dentition_DAI_V02_S09,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V02_S09.jpeg,permanent_dentition_DAI,2,9,174402,03de90266017fea4de74b06a80010848e7cb507029c5b04d0dfd84612ce91799,occlusal,DAI_V02
permanent_dentition_DAI_V02_S10,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V02_S10.jpeg,permanent_dentition_DAI,2,10,138645,352d270e597c2cfabfe190302487d2666e2cc8ec4a40f3f094a179c5d7112301,frontal,DAI_V02
permanent_dentition_DAI_V02_S11,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V02_S11.jpeg,permanent_dentition_DAI,2,11,166355,e6fdc1c5450a7d3bd68f7be672cd8b9d9a7910834eb01d7fc55221634147a98c,frontal,DAI_V02
permanent_dentition_DAI_V02_S12,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V02_S12.jpeg,permanent_dentition_DAI,2,12,168030,f4b99f2fb6c93983070bd23f8c33db410953228990fa15f9b3cdd0a9b849f2f0,occlusal,DAI_V02
permanent_dentition_DAI_V02_S13,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V02_S13.jpeg,permanent_dentition_DAI,2,13,148796,0a0cb7485de99193aa7b18f01b019692b285dee7d61cfc55078738b09a7bc132,frontal,DAI_V02
permanent_dentition_DAI_V03_S01,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V03_S01.jpeg,permanent_dentition_DAI,3,1,149515,18e1117a6b0896d8c9edcb14ef5870c83267c5ce5de4b732c1022da666592741,frontal,DAI_V03
permanent_dentition_DAI_V03_S02,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V03_S02.jpeg,permanent_dentition_DAI,3,2,92132,370416031bf299ba72c636b6c2cd5ce93ab3374d7bc7f2ca90a31596a91ea2b3,frontal,DAI_V03
permanent_dentition_DAI_V03_S03,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V03_S03.jpeg,permanent_dentition_DAI,3,3,115579,d288dc86930d6a61e1fa0d82c1fa88bf2b431712b8658a3588e455fc1624986e,frontal,DAI_V03
permanent_dentition_DAI_V03_S04,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V03_S04.jpeg,permanent_dentition_DAI,3,4,97781,586b19fa848e8f72ecbab9736214f96f3aaa57cf2952b12100470c1cbffc7898,frontal,DAI_V03
permanent_dentition_DAI_V03_S05,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V03_S05.jpeg,permanent_dentition_DAI,3,5,169350,ab400af635d29d482862ffc1fe049bc66495cb18649646511d18d1f912448f8b,occlusal,DAI_V03
permanent_dentition_DAI_V03_S06,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V03_S06.jpeg,permanent_dentition_DAI,3,6,114368,c2b105340a85a2f86ed0cc39c4156b6e252095787121dc0405ca67214bc27d0c,occlusal,DAI_V03
permanent_dentition_DAI_V03_S07,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V03_S07.jpeg,permanent_dentition_DAI,3,7,178029,202bd43711fcb65448c804ccfd7e41095e130b06e2b0c700861c9d24caf6e586,occlusal,DAI_V03
permanent_dentition_DAI_V03_S08,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V03_S08.jpeg,permanent_dentition_DAI,3,8,186400,4534f02892dd5c9d73ffa16bda85dba40c40ee1e8883e7ebce8044961c9a4f9d,occlusal,DAI_V03
permanent_dentition_DAI_V03_S09,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V03_S09.jpeg,permanent_dentition_DAI,3,9,122868,706c16e8e69d5a3e31a3df24818c744f20948e7241e1098d82a0bf2784b06995,frontal,DAI_V03
permanent_dentition_DAI_V03_S10,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V03_S10.jpeg,permanent_dentition_DAI,3,10,110359,bef2a498752eada84f7f545af9c694ec6b9d04320cedf966f22a69ee552a1e6b,frontal,DAI_V03
permanent_dentition_DAI_V03_S11,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V03_S11.jpeg,permanent_dentition_DAI,3,11,145880,a505663cff7cc94b28be66177af1a5f28d79d18f89d9eb58cd602323b53a2673,frontal,DAI_V03
permanent_dentition_DAI_V03_S12,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V03_S12.jpeg,permanent_dentition_DAI,3,12,123772,73309ed49ade85214baac4531ba5a489277ac7b83652876950a407dfe13cc9af,frontal,DAI_V03
permanent_dentition_DAI_V04_S01,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V04_S01.jpeg,permanent_dentition_DAI,4,1,166800,442960ca0ffbe8a1c61885c43f7489fa29c4a0bcc4910e6f4aec3a2cd9f1ecdd,occlusal,DAI_V04
permanent_dentition_DAI_V04_S02,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V04_S02.jpeg,permanent_dentition_DAI,4,2,222732,5321270525ac2ea8a752acbff7f80cd363e18842193b9c69ca9efbaf119cdfa1,occlusal,DAI_V04
permanent_dentition_DAI_V04_S03,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V04_S03.jpeg,permanent_dentition_DAI,4,3,199768,9f2ac84357077e1a7d14d908cf05aade0fea915537fdb84c45a7535d2db1c603,occlusal,DAI_V04
permanent_dentition_DAI_V04_S04,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V04_S04.jpeg,permanent_dentition_DAI,4,4,180109,41819ccae817561299137ef8fa69f50b90f5b52641a04e4fbdc0565b42b0e42f,occlusal,DAI_V04
permanent_dentition_DAI_V04_S05,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V04_S05.jpeg,permanent_dentition_DAI,4,5,139519,5289904a3cb8ca27fc26b6cc26b735bab84878819da73b4040ab9ce0273b2bc0,occlusal,DAI_V04
permanent_dentition_DAI_V04_S06,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V04_S06.jpeg,permanent_dentition_DAI,4,6,196694,f7804d452702a1478f895fffc84e837f3be8054a59d572442010332f0fdc9587,occlusal,DAI_V04
permanent_dentition_DAI_V04_S07,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V04_S07.jpeg,permanent_dentition_DAI,4,7,140259,c624555c01cccaf3369120d0f1d236f70a82ba23748ed37bc5784b6054979e5a,occlusal,DAI_V04
permanent_dentition_DAI_V04_S08,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V04_S08.jpeg,permanent_dentition_DAI,4,8,149273,79a185e8f6dbf6c8d3236b6a0f91730acd8f286c1bc5ef53f872d4eb7f04c2f8,occlusal,DAI_V04
permanent_dentition_DAI_V04_S09,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V04_S09.jpeg,permanent_dentition_DAI,4,9,201730,e797d9edc23ab1faef22c12c5689988a9f49d7688085cf83e10dab81494f64b5,occlusal,DAI_V04
permanent_dentition_DAI_V04_S10,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V04_S10.jpeg,permanent_dentition_DAI,4,10,191667,491f7cb1c2c31004d9125c17497036e0e81a14c18fe154e4e034ec1b432514c4,occlusal,DAI_V04
permanent_dentition_DAI_V04_S11,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V04_S11.jpeg,permanent_dentition_DAI,4,11,189410,3c0cf8417ecb058f55f42058f0b4fbb52b22fbacce0ed2372aac675dfcbe9f1d,occlusal,DAI_V04
permanent_dentition_DAI_V04_S12,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V04_S12.jpeg,permanent_dentition_DAI,4,12,214732,03a9e72a6042aec9a345f4c497079744c03dc5cc46d8ea6b713c24665aefd7e9,occlusal,DAI_V04
permanent_dentition_DAI_V05_S01,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V05_S01.jpeg,permanent_dentition_DAI,5,1,134968,3158544a2ce6e18ff4c6baaf3bd64e543ed882c8608e1611d680ef48faefc9aa,frontal,DAI_V05
permanent_dentition_DAI_V05_S02,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V05_S02.jpeg,permanent_dentition_DAI,5,2,157807,7168ac25d2d4248db5470dc73ebc80d5f32a71781255122d2e7aa6f42925511f,frontal,DAI_V05
permanent_dentition_DAI_V05_S03,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V05_S03.jpeg,permanent_dentition_DAI,5,3,156261,b7f96bd55e9de91122bb1dea4ee84f9544c996312590305999d4b0796fd680ce,frontal,DAI_V05
permanent_dentition_DAI_V05_S04,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V05_S04.jpeg,permanent_dentition_DAI,5,4,98041,a55bb477243d115f44b2f03c01d3b6ff0bd930e48ee7f2fb414f785d16bc6936,frontal,DAI_V05
permanent_dentition_DAI_V05_S05,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V05_S05.jpeg,permanent_dentition_DAI,5,5,137565,81b21160a13545173228c0602166dbb3794161c07829beb85dcbd2e9b0ce4d07,occlusal,DAI_V05
permanent_dentition_DAI_V05_S06,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V05_S06.jpeg,permanent_dentition_DAI,5,6,123360,25cc2a4c30a6592cbd3570e1d9c3148fc063ea55a772302a7fda94d4b7440e89,occlusal,DAI_V05
permanent_dentition_DAI_V05_S07,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V05_S07.jpeg,permanent_dentition_DAI,5,7,162420,5ed3438e3580bd4c4bee2b92fb3727ad1ace2ad6ebd2225538d02e2dd8d2b8a2,occlusal,DAI_V05
permanent_dentition_DAI_V05_S08,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V05_S08.jpeg,permanent_dentition_DAI,5,8,153972,7f6ef58cf102b1062bb543ea281f69029dfbe9a3afced863c208fcd9071c9497,occlusal,DAI_V05
permanent_dentition_DAI_V05_S09,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V05_S09.jpeg,permanent_dentition_DAI,5,9,192727,c78dbe678d5c5664a40222dbc20c6ee35c011cf392d81f2c0408ac73c046e8de,frontal,DAI_V05
permanent_dentition_DAI_V05_S10,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V05_S10.jpeg,permanent_dentition_DAI,5,10,157723,c3bb39a692ed46f6c3bafdeb202e2538fd631a57faadfd6f211d031794368b9a,frontal,DAI_V05
permanent_dentition_DAI_V05_S11,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V05_S11.jpeg,permanent_dentition_DAI,5,11,180981,0845cb0a8af51bf48e295ce801b9892f3fbe9dd90c73c591243adb0e2afdad3d,frontal,DAI_V05
permanent_dentition_DAI_V05_S12,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V05_S12.jpeg,permanent_dentition_DAI,5,12,159569,61c09d5b13637bb5087275470ca80a221c70e0b71df6204092d7dd6115e6d336,frontal,DAI_V05
permanent_dentition_DAI_V06_S01,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V06_S01.jpeg,permanent_dentition_DAI,6,1,130551,b1d558bc4ea628ef5e6629ec1773fbab3346893daa359f895f1a6856b33066c8,frontal,DAI_V06
permanent_dentition_DAI_V06_S02,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V06_S02.jpeg,permanent_dentition_DAI,6,2,95542,3ce414fae187c867e6256ccfb9631fc6d59a6dd62e781008ec167f8901a377be,frontal,DAI_V06
permanent_dentition_DAI_V06_S03,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V06_S03.jpeg,permanent_dentition_DAI,6,3,96686,7dc1160bf28f015cf4f7864c59ffcf810a27f264027c252931982fe4254e36c6,frontal,DAI_V06
permanent_dentition_DAI_V06_S04,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V06_S04.jpeg,permanent_dentition_DAI,6,4,102235,e25f7988c059ff7fd327e632b8de252bb4321f9ddde1f6d332063c2fe82045f8,frontal,DAI_V06
permanent_dentition_DAI_V06_S05,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V06_S05.jpeg,permanent_dentition_DAI,6,5,165651,6c6eac7b6d03867acceb0098ef51223a25af20dfbea31b5d9c69b32a255a4628,occlusal,DAI_V06
permanent_dentition_DAI_V06_S06,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V06_S06.jpeg,permanent_dentition_DAI,6,6,114564,ac8704dafbaa54f082a0683aff311ebe06806a9eb3b835578a5bd37d3139ccd2,occlusal,DAI_V06
permanent_dentition_DAI_V06_S07,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V06_S07.jpeg,permanent_dentition_DAI,6,7,183835,bf5ed4d7d08594504c7d703a9963700c33b4c3ae2fde3384baa77c188d4c0f00,frontal,DAI_V06
permanent_dentition_DAI_V06_S08,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V06_S08.jpeg,permanent_dentition_DAI,6,8,143434,f3afb562451e4f5018544645cbef01e88ed0db1d64af7e33af67976bb275834a,occlusal,DAI_V06
permanent_dentition_DAI_V06_S09,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V06_S09.jpeg,permanent_dentition_DAI,6,9,172572,4dcceee9b1f347e14b6dae3ed93c9dc134c119d98659f05c672be827bcd0370c,frontal,DAI_V06
permanent_dentition_DAI_V06_S10,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V06_S10.jpeg,permanent_dentition_DAI,6,10,126857,10d1fa2ce1484234bf08dfd00873d74411e2e51cd1ce5afd3db191eca7794136,frontal,DAI_V06
permanent_dentition_DAI_V06_S11,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V06_S11.jpeg,permanent_dentition_DAI,6,11,122535,32e866156db108c0c39b7ce45f852d740f35e4a8860fd6d0158275f6c8ac83b4,frontal,DAI_V06
permanent_dentition_DAI_V06_S12,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V06_S12.jpeg,permanent_dentition_DAI,6,12,94980,f017cf4c1bb70a59de5221e6ffd5cc25aae5491dff425d7cb9955aa15e223e9a,frontal,DAI_V06
permanent_dentition_DAI_V07_S01,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V07_S01.jpeg,permanent_dentition_DAI,7,1,123136,a152b449503bf9f29c5a580c21cc41a000bafd59abdb48c62ec757437622a5a6,frontal,DAI_V07
permanent_dentition_DAI_V07_S02,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V07_S02.jpeg,permanent_dentition_DAI,7,2,111447,61891306160554f5b07212a2b892890afe09dc59756a6a44ad8d5f58b818abca,frontal,DAI_V07
permanent_dentition_DAI_V07_S03,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V07_S03.jpeg,permanent_dentition_DAI,7,3,109083,a592de1a882680dbc5d70a95f07b158f4b1ac07ec7448fe17939fffb9d4ebaba,frontal,DAI_V07
permanent_dentition_DAI_V07_S04,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V07_S04.jpeg,permanent_dentition_DAI,7,4,109636,34b3d00a4f17400149da4dfb1d107b5f6d7b42a90e2bd24ddc7d5f9729a31416,frontal,DAI_V07
permanent_dentition_DAI_V07_S05,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V07_S05.jpeg,permanent_dentition_DAI,7,5,143971,8a7c6105e58e5e7a70d163d4ffb3cf7288cd02bee163a74836259ddf141c1031,occlusal,DAI_V07
permanent_dentition_DAI_V07_S06,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V07_S06.jpeg,permanent_dentition_DAI,7,6,194788,91afb7bda702b397522bc253c7a0534a1ff8bd891e44e6dcbef3efb1a47f9759,occlusal,DAI_V07
permanent_dentition_DAI_V07_S07,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V07_S07.jpeg,permanent_dentition_DAI,7,7,221545,0138d64c58f40b249889bc421d9c3d042d318f5786f15d8703791ac60f657569,occlusal,DAI_V07
permanent_dentition_DAI_V07_S08,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V07_S08.jpeg,permanent_dentition_DAI,7,8,193152,760749d17fc817ea204db217dd808f5c2eb423a7976bef755500791f7a981631,occlusal,DAI_V07
permanent_dentition_DAI_V07_S09,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V07_S09.jpeg,permanent_dentition_DAI,7,9,228749,7308a9cde8a919ecca20a63dd81206718cd0ccd5a823c80c176757f6784ba8b9,frontal,DAI_V07
permanent_dentition_DAI_V07_S10,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V07_S10.jpeg,permanent_dentition_DAI,7,10,164531,8f1f9c761288e77cd699a4aeda39996623a982139456ccd6cae2bac53a123218,frontal,DAI_V07
permanent_dentition_DAI_V07_S11,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V07_S11.jpeg,permanent_dentition_DAI,7,11,153247,10d8764180d125a01c55d21462031f366ca2419e4848cec3c2f8b3687ac8f166,frontal,DAI_V07
permanent_dentition_DAI_V07_S12,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V07_S12.jpeg,permanent_dentition_DAI,7,12,134531,9db68b80ffa8ed1420e52a0d3a2a935a037cc8033bfee3d0a4c58b8ab086be5d,frontal,DAI_V07
permanent_dentition_DAI_V08_S01,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V08_S01.jpeg,permanent_dentition_DAI,8,1,123414,c134fdb0351c937feed68c0924c0542f778d05fe7ae07f24c7e1420244c3e8ca,frontal,DAI_V08
permanent_dentition_DAI_V08_S02,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V08_S02.jpeg,permanent_dentition_DAI,8,2,125432,5c7976fdb3ac20ba77b535376cfa0a92f620126802fda611b0b2dac8e30ab3f1,frontal,DAI_V08
permanent_dentition_DAI_V08_S03,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V08_S03.jpeg,permanent_dentition_DAI,8,3,227860,f7f7d2c5f2d06fcc533f3417e7c31727ed066d77ecd52d8a8090dae09bbd0df2,frontal,DAI_V08
permanent_dentition_DAI_V08_S04,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V08_S04.jpeg,permanent_dentition_DAI,8,4,68093,2c0e369d2cf32f9f7115219ce522b6a786f116f32d1ad80511189624745864e8,frontal,DAI_V08
permanent_dentition_DAI_V08_S05,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V08_S05.jpeg,permanent_dentition_DAI,8,5,123783,203a38094e4cee3d349b001f3a3c9abfa26ca2560670f7f029b5c43403bf755e,occlusal,DAI_V08
permanent_dentition_DAI_V08_S06,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V08_S06.jpeg,permanent_dentition_DAI,8,6,167796,7792561dc45679856d1ea1cdd917846cb7ea66809193d2eebabdded5dc4517c5,frontal,DAI_V08
permanent_dentition_DAI_V08_S07,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V08_S07.jpeg,permanent_dentition_DAI,8,7,192197,5f9e3fc9710b3fb86585cdca0b09f754d80b61427be71b45739b175d7cbc888a,frontal,DAI_V08
permanent_dentition_DAI_V08_S08,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V08_S08.jpeg,permanent_dentition_DAI,8,8,259035,0ca1f0211c37c2b2fe79bde0aef12bdc699c73b788a5b7fb86d47ef59acec092,frontal,DAI_V08
permanent_dentition_DAI_V08_S09,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V08_S09.jpeg,permanent_dentition_DAI,8,9,202197,b0545138298788be66df31d979eefa08a553001eed750fa5398ce9133106964c,frontal,DAI_V08
permanent_dentition_DAI_V08_S10,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V08_S10.jpeg,permanent_dentition_DAI,8,10,197264,89b90e0f617386f71e5d82d6829af66988ef19710db2005dfceba36ffb680e99,frontal,DAI_V08
permanent_dentition_DAI_V08_S11,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V08_S11.jpeg,permanent_dentition_DAI,8,11,139906,cf9be04c3ee5f200b50328591e3c1b85139c3502196e77b508ec111a941546b6,frontal,DAI_V08
permanent_dentition_DAI_V08_S12,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V08_S12.jpeg,permanent_dentition_DAI,8,12,146689,929734c73f76c1adb391b35545bcd0cbfbf5c185122a133dfaaf7c8b659ae4a1,frontal,DAI_V08
permanent_dentition_DAI_V09_S01,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V09_S01.jpeg,permanent_dentition_DAI,9,1,169083,380a5c0548d088eae3c33f5df1e0bc9c6cd4ad0ea4d33b9d5c3632a1cb70cbaf,frontal,DAI_V09
permanent_dentition_DAI_V09_S02,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V09_S02.jpeg,permanent_dentition_DAI,9,2,158394,3923c6432809d333011b60b9500d6569cf7e421d3b5085a05b7a74460e2d5164,occlusal,DAI_V09
permanent_dentition_DAI_V09_S03,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V09_S03.jpeg,permanent_dentition_DAI,9,3,112359,b4510b17b5364945d430b41f1446305ebc43ff9ea02ddb8606c6f7771286a9d3,occlusal,DAI_V09
permanent_dentition_DAI_V09_S04,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V09_S04.jpeg,permanent_dentition_DAI,9,4,104785,44330ad0a02943c3201078ca24263ac6d287756a79aa4042c3f7518af20785f7,occlusal,DAI_V09
permanent_dentition_DAI_V09_S05,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V09_S05.jpeg,permanent_dentition_DAI,9,5,156733,f1c51938b41fc08cfb7366aef03cd62356219f8ffa3ff5dcd51aa1d501719627,occlusal,DAI_V09
permanent_dentition_DAI_V09_S06,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V09_S06.jpeg,permanent_dentition_DAI,9,6,153796,124d4ccca4f0b57e92ec0be6fd8b98a702a6686861484ab4fe748ea5d187f3cc,occlusal,DAI_V09
permanent_dentition_DAI_V09_S07,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V09_S07.jpeg,permanent_dentition_DAI,9,7,107194,287fd77b112a8157f24ebe06b989e367e51e6153849f9e8d4bb04b83da4bba80,occlusal,DAI_V09
permanent_dentition_DAI_V09_S08,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V09_S08.jpeg,permanent_dentition_DAI,9,8,253224,41adacf544a82684baafbebec8e610ea04225a3f5ad3743266ae8a5331e63541,occlusal,DAI_V09
permanent_dentition_DAI_V09_S09,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V09_S09.jpeg,permanent_dentition_DAI,9,9,138195,2cbb3ab919245fb879d16b6939966c3e4b24e5d6caea47435e531dbaa428c3c6,frontal,DAI_V09
